region,year,scenario,cs_weighted,cs_nocomm,cs_welfare_nav,cs_welfare_obj,obj_prem,obj_eoop,obj_risk,obj_insured,share_unins,unins_oop,unins_mort,unins_cat,producer_surplus,gov_subsidy,gov_csr,gov_penalty,gov_uc_raw,rs_unins,gov_uc,gov_total
1,2014,zero_tau0.50,3594.8956796085026,3594.8956796085026,166.70517627701906,-5255.1370408459325,-1019.6264391939536,-1207.678824267535,-3027.831777384444,-2234.044491174735,0.3231466212324909,170.98708126668518,0.0012560252546530953,0.01988895835606698,872.9898331798026,2411.193353995005,184.01767030299118,54.2234059955984,683.1602111290309,1.5510592080200905,682.6521880937789,3223.6398063961765
1,2014,zero_tau1.00,3764.9470547621863,3764.9470547621863,170.94019235061793,-5073.675939215217,-1055.579458183128,-1225.4017099997616,-2792.6947710323284,-2306.299809284301,0.2974786511966734,157.25102545869095,0.0011494139039768833,0.018284383471938292,871.0496694400395,2445.2177765489814,194.677610189406,50.27583502701452,628.8958782325815,1.5511836653575144,628.4786333690165,3218.0981850803896
2,2014,aligned,4450.182850957442,4386.503466273372,154.5344052126489,-5008.819137047339,-1131.142873900807,-1249.517558356944,-2628.158704789588,-2410.9121053623594,0.29893246269964385,157.96462135402774,0.0010667275952746676,0.017299081035807223,1043.420314728535,2513.7887256483173,148.3406545130386,49.645663718202826,631.9693628617047,1.3427267304534911,632.0016051471287,3244.485321590282
2,2014,baseline,4430.507779758363,4373.421644640651,152.3954264802548,-5040.0482045553035,-1139.5497717652825,-1247.4709939661998,-2653.0274388238204,-2414.953899744158,0.3020570194874579,159.56783066985335,0.001077888515626211,0.017485823149051897,1040.8331465146432,2489.015955453974,147.51741328986435,50.11966862821626,638.5749491021127,1.3426582297121368,638.5749491021127,3224.9886492177347
2,2014,defund_0.50,4448.193746423753,4330.899562556286,151.85344123008215,-5049.36574480072,-1145.0786092431226,-1247.9614903851764,-2656.3256451724205,-2421.060078138383,0.3026449866956226,159.70684247777012,0.0010789187810426126,0.01755540844667077,1032.3082949673808,2485.77294532376,146.03183664561413,50.10418072479755,639.8179631882101,1.3426504442257516,639.8142531643699,3221.514854408946
2,2014,endog_tau0.50,4411.785977245037,4371.444765937814,150.8897312810451,-5061.183773706503,-1145.5282507408938,-1246.5793118651973,-2669.076211100412,-2418.2140336059456,0.30354256347305786,160.53438915977267,0.0010858110999486263,0.01753896038703023,1022.090061880974,2449.95595015018,149.02524779674968,50.499920620763575,641.715518973997,1.342610921219265,641.6929081610713,3190.1741854872375
2,2014,flat_mandate,4432.183303004543,4373.45498196708,152.6351439182489,-5042.403933099958,-1140.0725692580909,-1248.8762546208172,-2653.4551092210495,-2417.3782033937923,0.30176100819008506,159.4166357176744,0.001078051908861177,0.017480724159039222,1039.6878745836755,2489.7319517197775,147.5834460210173,50.075442783940986,637.9491553381597,1.3427686275231834,638.0016096327448,3225.2415645895985
2,2014,scale_0.50,4407.1665249904445,4366.257700130393,150.81107374469676,-5080.453455659186,-1139.405654722414,-1241.83771028184,-2699.2100906549313,-2404.5186102669904,0.3077381439749754,162.6105736581689,0.0010989123911891452,0.017810876893083385,1031.5133525434767,2465.222538820097,146.94173938439127,51.006386794371515,650.5853429893831,1.3430538066930056,650.7770199031964,3211.9349113133135
2,2014,uniform_low,4396.101399874936,4359.451524326412,149.76279807195942,-5096.992540758513,-1145.3365289612907,-1238.4315760529846,-2713.2244357442382,-2405.678048103191,0.30879266338678707,163.22759868865901,0.0011057760648933693,0.017882815280785162,1024.1012156582337,2445.911644466289,146.63089337313818,51.186849274351125,652.8146892262871,1.3431511357947858,653.0543453979334,3194.41003396301
2,2014,uniform_low_k0.75,4388.05606502059,4359.451524326412,149.56699069617443,-5108.917117097165,-1142.0846669740026,-1236.2790488940993,-2730.553401229063,-2398.578502121788,0.3108286913967845,164.348887947913,0.0011137268677185934,0.017995440285321698,1021.3637309118941,2438.7580601244795,146.33013626976785,51.50932635333049,657.1190304564984,1.3432806464412972,657.423651445336,3191.002521486253
2,2014,uniform_low_k1.25,4403.3684246845705,4359.451524326412,149.9365304666446,-5086.350844306916,-1148.2424082455486,-1240.3549957712403,-2697.753440290127,-2412.0212920763165,0.3069739454711838,162.22640043540832,0.0010986785067369441,0.017782134773866035,1026.370634379912,2452.2982678683497,146.8990387005648,50.89868729233012,648.9697605358094,1.3430365868385592,649.1526382989643,3197.4512575755484
2,2014,zero_tau0.00,4243.158991414719,4243.158991414719,143.71598792264433,-5378.450210493385,-1076.583599198739,-1200.9967273800087,-3100.869883914638,-2264.5312391623766,0.3538455228385031,187.88853664222523,0.0012823369266699162,0.020431997590838316,988.137517823412,2373.109069295865,137.57494027813294,58.16431214170286,748.0603732368809,1.3459342779972878,749.8856194899482,3202.4053169222434
2,2014,zero_tau0.50,4266.731441411034,4266.731441411034,145.66221353282046,-5246.478234135138,-1121.0991535516991,-1222.5952593938885,-2902.7838211895505,-2348.311701434413,0.33060725725222684,175.26503278459086,0.0011924937093242358,0.0190909230951233,994.0164514713243,2373.894118450822,144.06185649860186,54.72078884380092,698.9326479843517,1.3441921412450204,699.7311392353099,3162.9663253409326
2,2014,zero_tau1.00,4394.2613225793775,4394.2613225793775,151.2184962071498,-5064.609247383269,-1145.7694500223934,-1243.8442640784626,-2674.9955332824125,-2414.3237953518096,0.3039620721554538,160.96538149171064,0.001089306228454657,0.017519662995600902,1013.2504429985917,2428.1446897069,150.77688827998173,50.71979834598845,642.6023970076988,1.3425501720791087,642.550680128107,3170.752459769001
3,2014,aligned,3080.8941463177757,3004.7875787490084,138.5926385845683,-4571.311173391267,-949.0842405929047,-1145.4314279265577,-2476.795504871806,-2115.2739031737046,0.30167041975564,152.37710995659856,9.906715723298088e-4,0.018330658187056294,978.7220130909295,2406.268742612903,156.9898733397667,47.767636374740164,637.7576434672778,1.343510186988961,637.7407832443789,3153.2317628223086
3,2014,baseline,3057.774186633493,2993.4058620519,136.2514322928684,-4605.277150579452,-955.5031337884391,-1145.4445856127616,-2504.329431178251,-2119.5537645004024,0.30529105043366445,154.15850871149775,0.00100265216976156,0.018558623981146914,979.0670063278358,2381.1766865762347,156.1455795372623,48.29214235974648,645.4119732850725,1.3435457059361802,645.4119732850725,3134.442097038823
3,2014,defund_0.50,3060.3849603685385,2970.9681940426494,135.6829710989232,-4614.959808293107,-957.9114730727755,-1145.8684002545815,-2511.1799349657495,-2122.1635234711384,0.3063118993076813,154.55144736464015,0.0010052895929570885,0.018648519412370432,973.9480520396373,2376.8961795331074,154.47974792408937,48.351445798013,647.570137061145,1.3437307286271403,647.6593153963628,3130.683797055546
3,2014,endog_tau0.50,3051.386403402558,3024.943049975027,134.73245308326304,-4623.159496757448,-963.4347592911982,-1145.244923347153,-2514.4798141190977,-2126.05732390164,0.3061383910689824,154.74445854624022,0.0010077903197878082,0.018583009630522906,963.6402606841789,2346.2116924902025,157.90275101992646,48.5572699994283,647.2033254741011,1.3433874374260297,647.1270854878956,3102.6842589985963
3,2014,flat_mandate,3062.6433642345582,2993.8014950661845,136.36890537355345,-4608.075265433903,-955.7380948107984,-1147.2360163355775,-2505.1011542875267,-2122.1246388804016,0.3049977306657172,154.03090893103095,0.0010029609289300444,0.01855223245428105,980.3495375610348,2381.7591089601297,156.1479742955396,48.25095850461925,644.791869649655,1.3437842582668273,644.9063552251049,3134.562479976155
3,2014,scale_0.50,3029.0783424725055,2986.39571222981,134.57213661461952,-4650.0270351369045,-954.5288699113563,-1140.2019644112609,-2555.296200814288,-2108.348067061556,0.3119221102424104,157.54578675339158,0.0010254176823222961,0.018961738189197355,972.9161401593144,2355.2860659941675,155.3490818678799,49.28053792871086,659.4306134975998,1.3441177789299337,659.7113947494541,3121.06600468279
3,2014,uniform_low,3020.4769149912586,2979.938416852307,133.50065713607725,-4666.496512186413,-960.6657703616803,-1136.4531711468858,-2569.3775706778474,-2109.206264812946,0.3131478531160845,158.23387242837194,0.0010322540584765342,0.019044355271830172,964.6192224489912,2336.6373469949403,155.01089000039133,49.47877172470649,662.0219411035494,1.3444391637764506,662.4621856676878,3104.631650938313
3,2014,uniform_low_k0.75,3011.463356575414,2979.938416852307,133.30104280989352,-4678.275914053881,-957.6983935013616,-1134.4392273809897,-2586.1382931715298,-2102.564171421884,0.31526980888724637,159.33875746219803,0.001039808200759381,0.01917033631344774,962.5133604118447,2329.5511703447555,154.68032437886995,49.79795614452834,666.5079411338281,1.3446128654162652,667.0373390283621,3101.4708776074594
3,2014,uniform_low_k1.25,3028.7159305985215,2979.938416852307,133.68012170054584,-4655.8456188499185,-963.3529242761721,-1138.2765570765623,-2554.2161374971834,-2115.219780876636,0.3112273516681325,157.23417903707906,0.0010254214345265216,0.01893027668169031,966.370577064059,2343.0470568473775,155.30929618838212,49.189745134929666,657.961833126395,1.3442829312780338,658.3228674665073,3107.4894753673375
3,2014,zero_tau0.00,2833.374949696773,2833.374949696773,126.60507261071805,-4966.742770190495,-892.0846152000422,-1103.4892597476282,-2971.1688952428253,-1971.9671482818408,0.3633386076990811,184.21368885848315,0.001211623812422243,0.02208088690148723,936.553414982476,2248.6408804243288,143.69157529506688,56.859757165365146,768.129584645879,1.3488290891698589,771.150191202753,3106.6228897567835
3,2014,zero_tau0.50,2936.281904849254,2936.281904849254,127.38424231701673,-4838.780141983141,-945.314093813851,-1123.305731783751,-2770.1603163855393,-2063.011700111496,0.3378680020963664,171.09171141703362,0.0011221737113058384,0.020527049209799798,939.9039040490184,2248.332575697439,150.84152291870646,53.25837120705191,714.2824974172743,1.3462095053052536,715.6986794329316,3061.6144068420253
3,2014,zero_tau1.00,3030.8253946133023,3030.8253946133023,132.38100328754527,-4658.760806806816,-978.1090283742737,-1142.7867185386613,-2537.8650598938807,-2135.799556861032,0.30858012409335484,156.13026248041538,0.0010189014414784651,0.01871105990240143,952.9904061244968,2300.6947579781745,159.81476787806537,49.05453404458388,652.3653625769148,1.343449679553495,652.3187364847166,3063.7737282963726
4,2014,aligned,2829.386714460752,2816.546665383713,79.90965735502516,-4943.526407220636,-1176.7720433612137,-1173.9426639594578,-2592.811699899964,-2360.85140199312,0.3314640979476312,163.92203726742335,0.0010393338828461585,0.01848868351928138,1133.5885736557789,2189.1673034178134,117.89861513457811,56.54301579141194,700.7440841310265,1.103213351636186,700.5816891153137,2951.104591876293
4,2014,baseline,2810.784783037863,2801.1524118059124,77.59928434170645,-4980.6328083524095,-1185.5852700639878,-1170.7583779545794,-2624.289160333842,-2363.4900097613677,0.3355320836518719,165.8959913013208,0.001053424511431794,0.0187361457715303,1127.6544789448951,2157.937148306697,117.24376512639604,57.174322939161534,709.3441615880627,1.10346907677482,709.3441615880627,2927.350752081994
4,2014,defund_0.50,2809.4378321779604,2766.7237368439796,76.85137802369017,-4988.80724942933,-1190.0004199020427,-1173.3277073703334,-2625.479122156954,-2371.2706921546464,0.3356831109091693,165.8371946171557,0.0010533791151263495,0.018780814384291637,1120.7088050035723,2155.9959181092822,115.58195128724418,57.09257143923484,709.6634464148328,1.1034687306503537,709.6632238151362,2924.148521772428
4,2014,endog_tau0.50,2815.7779254692277,2809.1700656460084,78.82058236305159,-4964.293509486408,-1178.8599850723435,-1171.212535940475,-2614.2209884735885,-2357.3681739135686,0.334177743272187,165.41621309123255,0.0010495971301528685,0.018593362913839517,1117.3383838008517,2152.912310838603,118.89616128299818,57.13109254908832,706.4809676106747,1.1030324573201904,706.2014279830795,2920.878807555592
4,2014,flat_mandate,2811.352266624868,2801.7882401239062,77.82277854709443,-4986.858406277847,-1184.8828373765728,-1171.6429996466504,-2630.332569254624,-2363.6265175801846,0.33601299977970744,166.1495632389515,0.001056050949566936,0.018777484894086885,1126.2462147619394,2155.7327083399564,117.0543536588516,57.24380416257314,710.3608603304923,1.1038018639549474,710.575092874528,2926.1183507107626
4,2014,scale_0.50,2810.1762232801466,2802.9867541936374,77.57156300685514,-5005.016322446936,-1175.8199572680353,-1165.474779749956,-2663.7215854289443,-2344.1711441751136,0.3410007193711484,168.66268225760626,0.0010711258991023362,0.019036154315769306,1118.275171633458,2145.8493655140915,116.78450121779852,58.073930839788375,720.9053356406324,1.1041172605281755,721.3287993661726,2925.888735258274
4,2014,uniform_low,2821.874428326241,2815.2128054512723,79.37686126843097,-4975.585025462181,-1171.2013202095886,-1165.6651527225604,-2638.7185525300324,-2341.7142133054263,0.337467671683981,166.98947458179714,0.001060380214620052,0.018822262426336833,1119.011721858024,2163.7288426103437,117.18118097697706,57.53405300428513,713.4361639231981,1.1040146923520207,713.7889258560584,2937.1648964390943
4,2014,uniform_low_k0.75,2820.327119612334,2815.2128054512723,79.27845194734614,-4988.286706337525,-1166.7314396590496,-1162.925122360941,-2658.6301443175344,-2332.463302585671,0.34006492805934524,168.32041535123793,0.00106938628147778,0.018965915948185495,1113.6064639011818,2155.015045345132,116.82882385456668,57.9622073861567,718.9269909879611,1.1043470286143782,719.4989900475908,2933.3806518611327
4,2014,uniform_low_k1.25,2823.29204164066,2815.2128054512723,79.46127158687743,-4964.521045863977,-1175.1035670406393,-1168.05671719628,-2621.360761627058,-2349.788563562216,0.3352017615090949,165.82872904553778,0.0010525302305755334,0.018696870269074906,1123.5789218486195,2171.324469473973,117.48736386157691,57.16035709099272,708.6458316970077,1.1037254686797169,708.8104861114449,2940.4619623560015
4,2014,zero_tau0.00,2790.0579817344433,2790.0579817344433,74.47641890300957,-5283.7934446202935,-1090.5348347019917,-1115.168657262013,-3078.089952656289,-2168.4136991610544,0.3939959271542118,195.8045828558209,0.001257976207315855,0.022027410386611802,1048.0865850800863,2043.6728240925727,107.58679778483393,66.70032786622168,832.941838451092,1.111293210985508,838.8478025337344,2923.407096544919
4,2014,zero_tau0.50,2801.4671796674625,2801.4671796674625,78.02994024914237,-5101.889780378628,-1128.9712981416465,-1145.0114365866264,-2827.9070456503546,-2260.016969180786,0.36192721484625817,179.61830970586308,0.0011459238835439737,0.020149841930231824,1078.3179196761182,2102.73910348257,114.5865430697624,61.67803586513866,765.1457767519792,1.1067236657331045,767.4025096762704,2923.050120363464
4,2014,zero_tau1.00,2836.448601193506,2836.448601193506,81.94862997656888,-4919.150500302956,-1161.476071264493,-1174.763979347447,-2582.910449691015,-2345.9674398480765,0.330177376193725,163.6422772031465,0.001036062896188456,0.01828572755631654,1114.6624329015517,2175.495463482852,120.70780914865983,56.677530745285,698.0238418406686,1.1023445700625758,697.3125101758516,2936.838252062078
5,2014,aligned,3124.167704819781,3075.3749464249668,139.6101542280763,-4877.052674117949,-1125.136465860543,-1173.9319246021294,-2577.984283655277,-2307.169705328286,0.3133126216291182,164.51079972418904,0.0010413648808593012,0.01788902628716383,863.3033819918605,2194.350343230669,140.5845533669497,51.96385628384427,662.3702761463921,1.2675183262392085,662.2127195334082,2945.183759847183
5,2014,baseline,3105.666293976526,3065.1488180848946,137.542559418202,-4909.340354983157,-1131.4824978954514,-1172.018349192486,-2605.8395078952203,-2309.1899328115696,0.3170011457840271,166.38504246005593,0.0010536180050747198,0.018108455370081177,863.5458123195335,2170.2306980425924,139.14836459730094,52.51037685742669,670.1681387104856,1.2678198998702888,670.1681387104856,2927.036824492952
5,2014,defund_0.50,3111.232198059199,3033.0423986260803,136.94496016619252,-4921.7381657860515,-1135.310455791808,-1173.2316458759358,-2613.1960641183086,-2314.2116305902246,0.3181073463251548,166.78258196258528,0.0010563332894232384,0.01820769474047055,859.6998592469565,2165.6878964716198,137.30429859861738,52.574476415637704,672.5067433734264,1.2679741906015285,672.588585878982,2923.006304533582
5,2014,endog_tau0.50,3086.324993702771,3059.659528203481,135.93372484181847,-4925.969963583965,-1137.9805488261445,-1171.6406270416912,-2616.3487877161297,-2313.9998003735923,0.31782792313315406,167.0180007125389,0.001059017640804535,0.018122531097076962,848.326874202221,2136.9544684109424,140.6723038837794,52.78025268538916,671.916018314586,1.267550321415877,671.7731477998306,2896.619667409163
5,2014,flat_mandate,3107.5144424789896,3064.892676040449,137.56807598800646,-4913.430511086896,-1132.505758198944,-1174.23443548584,-2606.6903174021127,-2313.1552387198976,0.31660788350934993,166.168917772991,0.0010539379973157554,0.01810473326349416,862.9076637467358,2170.7683847564713,139.23674272820756,52.450067672928284,669.3367478775168,1.2678191344413583,669.3363437746067,2926.8914035863572
5,2014,scale_0.50,3085.777634705226,3057.2870464635516,135.72061683204632,-4951.202272426226,-1130.1521104014312,-1167.2674905364408,-2653.782671488354,-2298.2995941164004,0.32320438887263847,169.69368862589897,0.001075182789064212,0.018459980796331436,856.0501336276757,2146.8179482143605,138.57892025526564,53.47169367383626,683.2823369711306,1.268919980838172,683.8752176276573,2915.8003924234467
5,2014,uniform_low,3082.3555968759547,3050.232973450113,135.0172030180366,-4951.7263532828165,-1139.2341475502824,-1165.6283375067646,-2646.86386822577,-2306.331484882858,0.32170958936760863,168.93101555048628,0.0010725775298869615,0.01838691762151426,849.1343178200896,2137.278385403167,138.66628010016322,53.24947027737147,680.122200121929,1.2686929123466062,680.5905278127844,2903.2857230387426
5,2014,uniform_low_k0.75,3075.474318754822,3050.232973450113,134.80833728810774,-4964.654395965098,-1135.2134206080257,-1163.2843352083382,-2666.156640148735,-2297.992822489547,0.3241409214769815,170.2643915287532,0.001081342162279904,0.018519188957787227,846.5586854673288,2129.581781900527,138.30569147195337,53.6309483088512,685.2622487810451,1.2691558213818064,685.9843202513471,2900.240845314976
5,2014,uniform_low_k1.25,3088.41629769274,3050.232973450113,135.19673014909148,-4940.521642430978,-1142.72435384664,-1167.6629635003608,-2630.1343250839773,-2313.5685801913296,0.31960010549695533,167.77471333120292,0.0010649783525135013,0.01827204955715207,851.1628184151213,2143.952232093426,138.9781829177502,52.91830543360629,675.6625667797877,1.2682903621484012,675.9132914690239,2905.925401046594
5,2014,zero_tau0.00,2953.8972021208056,2953.8972021208056,128.1055208290769,-5257.45623956745,-1060.307429705464,-1130.316078559466,-3066.8327313025197,-2153.1816823083395,0.3739077432618223,197.32162369524062,0.0012616773970452798,0.021298966978693545,820.4087344824222,2046.9258120362829,128.868009534362,61.26823376419132,790.4736613221405,1.2776991011216143,796.6332494346733,2911.158837241127
5,2014,zero_tau0.50,2966.030913209473,2966.030913209473,129.01142190350689,-5130.895156886318,-1112.347895391018,-1150.9621828446436,-2867.5850786506558,-2244.657032068644,0.34871315748878673,183.68468081865655,0.0011722113689150184,0.019879555118423955,821.3249604558621,2045.7217574294077,135.12500315265353,57.54074366237393,737.2101041468602,1.2727283235671314,740.0642473458402,2863.370264265527
5,2014,zero_tau1.00,3066.2097756841113,3066.2097756841113,133.318972363472,-4959.589128072625,-1149.4397467792553,-1170.267626875223,-2639.8817544181456,-2321.8702412774546,0.3201495530060942,168.4154160916505,0.0010701989827264068,0.018232198375821674,835.685840219374,2093.7179522567403,141.86559766575544,53.26986023130773,676.8241468542317,1.2674646082093373,676.6344748232654,2858.9481645144538
6,2014,aligned,3637.1131139472673,3599.543679681222,144.64708563589016,-4701.313076451806,-992.4066244107323,-1195.5470394529436,-2513.35941258813,-2206.4399337989103,0.30910735295357705,160.29073866749803,0.0010090217626027925,0.017379787131396675,894.3609018053164,2253.3316443336857,126.32599936231813,50.61562439308609,653.4799704848947,1.1664804935522624,653.6801329536332,2982.7221522565515
6,2014,baseline,3618.8774330877195,3585.474950162159,141.95647776752347,-4720.375834699904,-1007.1485698628917,-1194.4447656693571,-2518.782499167655,-2219.689469355994,0.3102080203091216,160.7249904323072,0.001011087812750223,0.017446012735546676,895.1440898085592,2233.5228095792318,124.63021187829159,50.753103309852975,655.8068775097269,1.166123307210573,655.8068775097269,2963.206795657397
6,2014,defund_0.50,3623.426008961977,3552.123463338681,141.37404241421405,-4727.556851312584,-1010.0603105176003,-1195.1440012563758,-2522.3525395386077,-2223.403855714625,0.3109086703450031,160.91512525033568,0.0010121750129951355,0.017517867604148182,886.9872340418606,2230.3402205232937,123.32882011933253,50.75699502110696,657.2881129458726,1.1661588489441217,657.3081461266097,2960.2201917481293
6,2014,endog_tau0.50,3624.3537761606367,3609.7627700861385,143.70691916616562,-4698.521579122089,-998.5994956685936,-1195.103988917443,-2504.8180945360527,-2212.3312786427045,0.30812481993578517,159.8953500049034,0.0010056298584444987,0.01727387140478428,882.2615802476396,2229.252161692397,126.63047323585377,50.59373268818315,651.4028097789716,1.1657632162188574,651.2016609962235,2956.490563236291
6,2014,flat_mandate,3620.731628338768,3585.33832445333,142.2354942111296,-4722.084837532482,-1006.9700078562031,-1196.9943203762343,-2518.120509300045,-2223.028796672633,0.3094497289368144,160.36565330835083,0.0010108029904599693,0.01742184755690497,892.3946387483925,2234.5588398974814,124.6754819860828,50.63770388768057,654.2037832485926,1.1663838597269363,654.3499551335775,2962.9465731294613
6,2014,scale_0.50,3611.1422956465494,3588.309787015192,142.01467981505888,-4741.152145589936,-997.0276859649385,-1188.999151578992,-2555.1253080460046,-2199.8706607797017,0.31527863901005565,163.43587947266192,0.0010274978999110249,0.01771755511297886,886.2004695732335,2223.294608394405,124.25638665268632,51.54379565405502,666.5266087854955,1.1671432666876929,667.109591843273,2963.116791236309
6,2014,uniform_low,3623.4354183423457,3601.3105877929734,144.01609463103713,-4719.89225187845,-990.2371348642865,-1187.450191454714,-2542.2049255594497,-2192.518551591539,0.31285124063783526,162.31144120856243,0.0010224274737772507,0.017579665981406263,883.8077615413445,2235.6212953449394,124.6731248327789,51.199446587163294,661.3948763906601,1.1672636681069666,662.0416594962265,2971.1366330867813
6,2014,uniform_low_k0.75,3618.5398311082313,3601.3105877929734,143.75438358528368,-4732.428551823401,-986.901790032585,-1185.0902398618712,-2560.4365219289452,-2184.928171872301,0.31518769286696996,163.56910267413744,0.0010306981902164657,0.01770774983129987,880.3425390870436,2227.9838401980433,124.35894604624986,51.56269810772585,666.3343406872718,1.1676961407895659,667.2330732821772,2968.013161418745
6,2014,uniform_low_k1.25,3627.8685839669706,3601.3105877929734,144.24744756075805,-4708.75049803055,-993.2069407772661,-1189.551054315043,-2525.992502938241,-2199.2752605208766,0.3107722877423808,161.19281838967314,0.0010150735755465631,0.017465626696521463,886.6907689133602,2242.412431077665,124.95175347532319,50.87605853211767,656.9997881995193,1.1668781350891013,657.4250620562835,2973.913188077154
6,2014,zero_tau0.00,3527.173384373554,3527.173384373554,136.08266949531574,-5023.887477142136,-923.7037555071021,-1144.62209144342,-2955.5616301916143,-2043.3399619897439,0.3652163475678998,190.3303667879733,0.0012086215806710312,0.020514484882597096,832.102418488689,2137.1745124839945,114.65295139973131,59.18334710975484,772.0992909059505,1.1763420022835605,778.8651682115938,2971.5092849855646
6,2014,zero_tau0.50,3588.1536169800943,3588.1536169800943,142.2354040348207,-4829.508535328313,-950.5429517767583,-1171.8973390649894,-2707.0682444865656,-2120.684995563459,0.333820556235135,173.74894073513943,0.0010971541496700309,0.018698615952619537,847.9130093485978,2188.2990179611047,122.2650157461745,54.56157977818317,705.7258429842303,1.170698145271663,708.4944879698983,2964.496941898994
6,2014,zero_tau1.00,3653.8021755152063,3653.8021755152063,148.27658052403027,-4642.302588884304,-976.3199939335557,-1197.36073873791,-2468.6218562128383,-2194.770947514733,0.30342624564876985,157.74828957920195,9.901441710431663e-4,0.016936081472571356,874.555903259785,2251.9884386199183,129.3071773790794,50.04268896616672,641.4696129233763,1.165187143402752,640.9546411088843,2972.2075681417155
7,2014,aligned,3182.0391888149397,3124.73505355826,132.82555313745624,-4483.220507262485,-1028.8873634211802,-1108.8662539943145,-2345.4668898469904,-2157.6645296436486,0.28179404567661265,147.60538656872737,9.451377627034243e-4,0.015881067523054918,1092.8672201378845,2473.1824968910973,116.15637190869008,47.03732500830893,595.7372508030495,1.1900827717942928,596.0281218101629,3138.3296656016414
